"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04064","hsa04064","NF-kappa B signaling pathway",101,-0.594758970130848,-1.73774930339829,9.83992115459587e-05,0.0344397240410856,0.031902060164374,2664,"tags=31%, list=16%, signal=26%","5971/3553/115650/3654/597/330/695/6363/10913/7128/23643/3554/8740/2921/8600/5743/2920/29775/2919/929/6357/5588/29760/3576/5328/5336/5579/4049/10912/3929/6850"
