"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ARSF",0.920972687309242,3.93002159043455,4.22904433478408,0.929293069384481,0.35273722597436,0.897288048658313
"ARSG",724.247263577285,0.0411279139864784,0.511800633050635,0.0803592479777362,0.935951537445911,0.998581385285564
"ARSH",0.184546342026089,0,4.32804458550702,0,1,NA
"ARSI",624.348462566449,-0.479095615809058,0.480062466237283,-0.997985990373706,0.318286152089243,0.882914065362504
"ARSJ",1314.30741783019,0.0920521778916351,0.261254388527941,0.352346915243455,0.724578107876155,0.966360304925756
"ARSK",1044.88125069879,0.0065376083171564,0.234763494115722,0.0278476359443425,0.977783672688598,1
"ART1",0.0615606622028864,0.780962194556406,4.32804458550702,0.180442271128988,0.856805371345258,NA
"ART3",4.10215469392397,-4.77643749147296,1.68505650374778,-2.83458595058953,0.00458851129614181,0.259430983385274
"ART5",17.9178482839599,0.746244248985196,1.23243454549979,0.605504163860135,0.544844058868306,0.936341976171671
"ARTN",16.0186217985266,-0.335984062497947,0.843590229349463,-0.39827875052209,0.6904247222562,0.957695722636452
"ARV1",404.965097098106,-0.29920021381707,0.159867752743736,-1.87154825586796,0.0612691278201052,0.642767972550464
"ARVCF",97.4885978215073,-0.253242263334401,0.452357878287262,-0.559827241858234,0.575597280271092,0.942693479483035
"ARX",0.237777618300395,-2.34499317311791,4.26919172289614,-0.54928270392296,0.58281145515807,NA
"AS3MT",466.826363892421,-0.362533437068755,0.305661471655774,-1.18606193677242,0.235597840774991,0.844969437167895
"ASAH1",11614.0864138218,-0.251612127530059,0.29619717141685,-0.849475119314883,0.39561696913368,0.906504129504525
"ASAH2",66.7077735559702,-0.372787763880787,0.425133200952964,-0.876872855484256,0.380555701427297,0.90296183101382
"ASAH2B",1041.35216178343,0.0639213020974932,0.23828886483708,0.268251318168798,0.788505875770901,0.978236226916853
"ASAP1",5883.29796915568,-0.0351074168329626,0.127254539572804,-0.275883414067733,0.782637613387518,0.976410398748184
"ASAP2",2806.49196366271,-0.110620322033277,0.234299424901987,-0.472132281500699,0.636832371918185,0.949278056557975
"ASAP3",4240.34781224076,-0.0660393783045117,0.326894390107692,-0.202020531104115,0.839900673591212,0.987812699553418
"ASB1",2582.20012894859,-0.069540760376751,0.183909331816478,-0.378125240790637,0.705337558471648,0.961011256977827
"ASB10",0.237777618300395,-2.34499317311791,4.26919172289614,-0.54928270392296,0.58281145515807,NA
"ASB12",1.10725708773598,-2.66830734364925,3.60144372971995,-0.740899357007788,0.458754465397751,0.924310714130335
"ASB13",463.872506626456,-0.0550457798584699,0.176985954958596,-0.311017785966956,0.755787100480777,0.97157264793851
"ASB14",37.4761620228933,-0.0320970477482827,0.654764071993494,-0.0490207833953993,0.960902733094924,1
"ASB15",0.393353316689667,3.12673593087,4.246054381557,0.736386218803784,0.461495689084081,0.924310714130335
"ASB16",64.5564087270276,0.13642341015239,0.36588194438235,0.372861826736732,0.709251284367196,0.96254087960713
"ASB2",2.31889401380801,5.05051246836876,3.35162637184024,1.50688409388417,0.131840369232035,0.768770962475973
"ASB3",2522.19813959726,0.248758523688826,0.131602331215283,1.89022885378749,0.0587273592947652,0.639078539512734
"ASB4",1.02826880924463,-3.34577381410553,4.23774991795714,-0.789516578108602,0.429810144271787,0.919553724507066
"ASB5",2.4673108790086,0.455696434361439,3.1036296593416,0.146826936322715,NA,NA
"ASB6",2791.46680239555,-0.061200947261837,0.143933208764199,-0.425203799646409,0.670688114546903,0.954661297619463
"ASB7",978.477484582955,0.0835660509201675,0.156385280701239,0.534360078809549,0.593092433324804,0.947193595200579
"ASB8",4580.80461546274,0.224726455848364,0.124386946616654,1.80667233950958,0.0708133829655828,0.662789625290002
"ASB9",97.5565430688712,-0.29887956655241,0.645604989650594,-0.462944945196545,0.643403830201741,0.950999434265533
"ASCC1",3077.03838755743,0.0531765938485041,0.141875501828241,0.3748116705369,0.707800534140057,0.961967646941027
"ASCC2",1742.05074956981,-0.0900394111267201,0.190394638399285,-0.47290938381308,0.636277829846541,0.949278056557975
"ASCC3",4153.98179769944,-0.1277121914039,0.142865878418515,-0.893930676923262,0.37135898308978,0.898838699440043
"ASCL1",0.610078737288458,-3.1513163306924,4.24229659592949,-0.742832628373061,0.457583018584122,0.924310714130335
"ASCL2",2.03651159943634,0.855391216105538,1.41674448617792,0.603772398234776,0.545994972769404,0.936341976171671
"ASCL3",0.188291047394724,-0.661719333945934,4.32804458550702,-0.152891062204345,0.87848418436943,NA
"ASCL5",1.1003915496008,0.78147851685595,3.60967077464494,0.216495787467714,0.828601308419864,0.985951619101308
"ASF1A",873.782363101206,0.340632417842139,0.192524224455908,1.76929640311394,0.0768444233835336,0.676093906504528
"ASF1B",4.84174977458075,-0.555170906200925,1.09051088238526,-0.509092495240954,0.610687391953119,0.948844517290494
"ASGR1",43.3843929020013,0.225662308011883,0.52565566985033,0.429296821008581,0.667707230013994,0.954627833960851
"ASGR2",0.502012905700771,3.48090916351295,4.23739048096463,0.821474721093094,0.411375917327052,0.91449992571658
"ASH1L",4533.89357730558,0.172960349449263,0.13278447010009,1.30256459448074,0.192723451865526,0.818899367007144
"ASH2L",3452.05304863346,0.110358531653863,0.132814538885981,0.830922070576956,0.40601765464195,0.913443137825185
"ASIC1",609.729427684427,0.253149502576994,0.357515615779191,0.708079567448445,0.478895847444343,0.927130460022565
"ASIC2",3.35796385280422,-4.11782536921973,2.36301636664466,-1.74261398581288,0.0814010653641877,0.685084900343027
"ASIC3",105.902026746852,-0.33346759879023,0.374067921272242,-0.891462699223375,0.372680993978127,0.899844533776658
"ASIC4",3.5796895641722,-1.06750436602725,1.31494593603481,-0.811823769155318,0.416892761101685,0.916798815931304
"ASIC5",0.366618669621013,-0.655268509798577,4.32624272817492,-0.151463648937472,0.879609983917475,0.989771849561272
"ASIP",6.44997174209497,-5.51107298995197,2.04787889087654,-2.69111274817287,0.00712141226379356,0.316282347351218
"ASL",3544.9281833963,-1.65858072815556,0.48948901236236,-3.38839215236101,0.000703036702860233,0.122594800206133
"ASMT",4.04452841544675,0.819060692601472,2.07386767879487,0.394943564132033,0.69288453842397,0.957747226363157
"ASMTL",7143.3639217077,-0.103902517197855,0.141845844048914,-0.732503076805165,0.463861565443608,0.924310714130335
"ASNA1",1199.84667382934,-0.414581400551942,0.153175411675382,-2.70657931333357,0.00679803416742732,0.309385258290113
"ASNS",13295.9112813192,0.799670533264835,0.611262174748094,1.30822839413282,0.190795854058068,0.818899367007144
"ASNSD1",2030.73830473566,-0.0494450673888542,0.176275275654391,-0.280499163625177,0.779094567050877,0.975659886747975
"ASPA",6.57636577522588,-0.924481168494407,1.83597189409631,-0.503537756469551,0.614586241743542,0.949103821252396
"ASPDH",0.354827449489936,-2.66957501453384,4.25655802900656,-0.627167536855334,0.530549420394548,0.934286958172229
"ASPG",1.21430425160873,1.17804240118741,4.15591878742073,0.283461362323332,0.776823195917888,0.975612345127788
"ASPH",65099.2682597513,-0.0509547269536312,0.21493087276106,-0.237074954840378,0.812598641700324,0.983948856692993
"ASPHD1",382.036480701258,-0.271331933963392,0.349730215811443,-0.775832117719221,0.437848117520244,0.92104855725984
"ASPHD2",94.1934815496627,-0.416289890445184,0.395414111494745,-1.0527947241729,0.29243508349217,0.869432805658882
"ASPM",48.0013933286112,0.6675174387329,0.515421767715884,1.29508973144661,0.195289276810543,0.818899367007144
"ASPN",5847.58667719817,-0.550628178886007,1.02891030964544,-0.5351566348633,0.592541550085213,0.947059265243934
"ASPRV1",56.8719894839722,0.079746082700768,0.509766700994933,0.156436429733688,0.875689023869193,0.989771849561272
"ASPSCR1",592.558322635895,-0.0168704653981007,0.203235723601076,-0.0830093504191968,0.933844104716605,0.998511707375144
"ASRGL1",15.6355409142416,0.15225799201642,0.929892973415444,0.163737114237121,0.869938098891781,0.989771849561272
"ASS1",1654.79925557559,-0.165847587526815,0.663952322163072,-0.249788398941817,0.802750991726637,0.981919672331501
"ASTE1",403.818382723403,0.0356809986016875,0.218067844019561,0.163623384099156,0.8700276349533,0.989771849561272
"ASTN1",358.806512154062,-0.783141261259258,0.697201105166351,-1.1232645150102,0.261325169770351,0.863463772563753
"ASTN2",1531.67649044153,0.126618634409956,0.161757878780371,0.78276641215031,0.433764294776608,0.920225649779437
"ASXL1",2469.94364572668,0.362684906293371,0.156051948191264,2.32412930756141,0.0201185647038183,0.492046423611284
"ASXL2",1635.02787591226,-0.106739946665211,0.253046291062938,-0.421819842594185,0.673156521229522,0.95537734521261
"ASXL3",54.6982897253424,1.14090478445283,0.767828058213971,1.48588576862724,0.137309338506672,0.77431878089411
"ASZ1",23.879268167694,0.803639301116512,1.04184896013001,0.771358739961909,0.440494324119418,0.92104855725984
"ATAD1",14362.5106784802,-0.178741875651538,0.11884215380767,-1.5040275687094,0.132574268395133,0.769844433566002
"ATAD2",512.498380669867,0.416551390965814,0.165974106304565,2.50973721287244,0.0120821036431406,0.402720581392892
"ATAD2B",1221.52399788431,-0.0612051817822317,0.109499417929419,-0.558954403042429,0.576192839286217,0.942891386091461
"ATAD3A",1300.26330933053,-0.388532184160367,0.284502140544031,-1.36565645311985,0.172046818511591,0.806553253453175
"ATAD3B",515.984891813631,-0.0643771010464489,0.315893822004262,-0.203793479207644,0.838514888749803,0.987812699553418
"ATAD3C",9.80153129972676,0.0914963282679071,0.941692523673536,0.0971615744712303,0.922598082749784,0.99769957822527
"ATAD5",65.470306773629,0.353614399957806,0.371320628264302,0.952315527447905,0.340936985352119,0.894372462287126
"ATAT1",1023.61318804018,0.417159321662055,0.332548923980104,1.25442992468384,0.209685781397501,0.825054461852908
"ATCAY",4.1000707064594,3.55821266735005,2.79201465484436,1.27442478182422,0.202512914269067,0.822233102461367
"ATE1",4853.13006463845,-0.192278758549648,0.226155756146678,-0.850205017222473,0.395211112798755,0.906504129504525
"ATF1",894.604361215844,-0.0196153159071179,0.195424443521431,-0.100372888640038,0.920048292781021,0.996994983166082
"ATF2",2571.56760985879,0.139085788310401,0.195352295298208,0.711974170040259,0.476480771096601,0.927130460022565
"ATF3",2209.17101332408,-0.811945906817294,0.636678090715373,-1.27528482392882,0.202208447292689,0.822233102461367
"ATF4",26573.5333279035,0.0765825513981529,0.254775976790866,0.300587804088829,0.763728832543281,0.972637269725754
"ATF5",1690.06912991954,-0.463713865947155,0.358586217670086,-1.29317258471376,0.195951375290813,0.818899367007144
"ATF6",2639.78929891719,0.175901419214331,0.1549277459065,1.13537712812584,0.256217338589976,0.861961238475011
"ATF6B",4340.27654744793,0.285433503634361,0.136303014208586,2.09410998936208,0.0362501834174307,0.57363271797035
"ATF7",2902.99651644426,0.361761614368209,0.205118917550761,1.76366772352279,0.0777879382951606,0.676093906504528
"ATF7IP",10721.5345004652,0.182327036635189,0.146583272218999,1.24384613520422,0.213556196991529,0.827162019958305
"ATF7IP2",192.867557734047,0.190926155195296,0.618078004393569,0.30890300874341,0.757395308021822,0.972033674673808
"ATG10",534.988356222181,0.195660748185388,0.283936642097368,0.689100028584164,0.490760322040371,0.927706649607892
"ATG101",1650.34742787775,-0.338109082696526,0.27976555049077,-1.20854437618716,0.226837937289768,0.837485462255916
"ATG12",4293.48669799811,0.0202078736093507,0.137651880453064,0.146804195793323,0.883286572805388,0.989771849561272
"ATG13",13536.603038091,-0.217765042161048,0.112905145901649,-1.92874328642861,0.053762739608928,0.630942686162658
"ATG14",779.003081692391,0.385452475050732,0.198682917960079,1.94003832341632,0.0523750325963025,0.628739539133596
"ATG16L1",2719.59550267255,0.114611510759767,0.148169373558171,0.773516874691859,0.439216545925562,0.92104855725984
"ATG16L2",458.537182182676,0.109698460294679,0.449111105144762,0.244256842099951,0.807031906270227,0.982674793037309
"ATG2A",1026.3243437445,0.086193429923811,0.223737733394714,0.385243153293907,0.700057274253702,0.959985329257424
"ATG2B",2132.7586302314,0.0860547638176905,0.148230111286507,0.580548466642916,0.56154481273456,0.93907365659406
"ATG3",2192.3925572944,-0.200033191439147,0.170005807828787,-1.17662563411128,0.239344961661346,0.847068137008718
"ATG4A",1550.66904234355,0.0340420152723464,0.199854188555301,0.170334259784236,0.864747269517516,0.989771849561272
"ATG4B",2222.08410190817,-0.0163102039690774,0.0931519577487088,-0.175092444251967,0.861006995175148,0.989771849561272
"ATG4C",1083.72929231036,-0.0971141992729531,0.12569280921858,-0.772631305455758,0.439740611858545,0.92104855725984
"ATG4D",410.813153209393,-0.173181640799127,0.195993847477339,-0.883607536808778,0.376908109102979,0.902161499118618
"ATG5",4115.82847639361,-0.0540373296085318,0.165529975305742,-0.326450417869768,0.744083596992571,0.971250115682416
"ATG7",7453.4171225143,-0.0132988562892744,0.150395853426774,-0.0884256845269307,0.929538347949818,0.998511707375144
"ATG9A",4590.97340046046,0.0889673897334381,0.146259534981081,0.60828437438247,0.542998882677581,0.936341976171671
"ATG9B",5.54825674345042,0.938959222045501,1.1738930851098,0.799867751122899,0.42378742398514,0.919553724507066
"ATIC",1383.04580552139,-0.29978771205036,0.14477970629154,-2.07064732847769,0.0383917658046854,0.58766414680489
"ATL1",1901.0083378445,-0.338333365421725,0.262778069527109,-1.28752511969733,0.197911319926413,0.820487643676423
"ATL2",5326.1865436032,0.0938516232854111,0.197733468406517,0.474637015381042,0.635045718224587,0.949143361837332
"ATL3",8565.33877915672,0.164914080498095,0.141661326713101,1.16414327272317,0.244365954659322,0.851541131948306
"ATM",4723.64220775688,0.158592469643967,0.209083777048372,0.758511597039287,0.448144773083286,0.921936372364031
"ATMIN",4919.71111008035,0.0444739441623149,0.127875266974409,0.347791603603966,0.727996695843869,0.967749839496776
"ATN1",8814.30516297237,0.387257833882567,0.16195491987483,2.39114584590494,0.0167958793759755,0.459025874407348
"ATOH7",0.639611549356449,2.11445646628327,2.64269549825282,0.800113546067344,0.423645013481654,0.919553724507066
"ATOH8",350.938438589612,-0.472831627485542,0.514359582604626,-0.919262794893811,0.357958133055782,0.897288048658313
"ATOX1",603.683051705573,-0.318056838667949,0.178873588083269,-1.77810956931153,0.0753858611002552,0.67144327020772
"ATP10A",123.026410034391,0.20956555795716,0.946804877096757,0.221339753339424,0.824827898798294,0.984513418886982
"ATP10B",0.123569581943735,0,4.32804458550702,0,1,NA
"ATP10D",1356.04312486256,0.293701901100014,0.22160814382415,1.32532088411458,0.18506474514016,0.818561095839358
"ATP11A",3873.42304791385,0.111358005839159,0.305549209409792,0.364451952123395,0.715520546807046,0.96381200819225
"ATP11B",3073.56885633631,0.0669384996039451,0.148053522859044,0.452123653063459,0.651179904790019,0.951119465620881
"ATP11C",1912.17146248899,0.198302902135365,0.215330730005618,0.920922443954894,0.357090919843962,0.897288048658313
"ATP12A",0.172670923358227,0,4.32804458550702,0,1,NA
"ATP13A1",1894.77604465254,-0.127837635643852,0.13731552776443,-0.93097727347458,0.35186532025858,0.897288048658313
"ATP13A2",1752.28334068291,0.520754845391484,0.29828844242327,1.74580966383047,0.080844031170079,0.68504461399669
"ATP13A3",2611.53272933352,0.160510711044357,0.221008002764128,0.726266510881342,0.467675405225257,0.925407401213762
"ATP13A4",5.76155217802237,0.306185688767163,1.40901868713078,0.21730420722145,0.827971278545549,0.985938219872599
"ATP1A1",34709.7548808717,0.112460102632573,0.235669689373478,0.477193749147569,0.633224161857227,0.949143361837332
"ATP1A2",23.937161239083,0.662471666496528,1.27379849073157,0.520075719446059,0.603010800812916,0.948844517290494
"ATP1A3",39.2362330782319,-0.769483543217587,1.01637838922089,-0.757083731195264,0.448999700141307,0.921936372364031
"ATP1B1",869.36868855806,-1.55693572437063,0.671623088299306,-2.31816885317794,0.0204401460755158,0.493392357006515
"ATP1B2",121.296156200415,0.13856866259724,0.613300632800461,0.225939213472692,0.821248698357217,0.983948856692993
"ATP1B3",4452.0126384214,-0.38479084753627,0.575233579607109,-0.668929737723389,NA,NA
"ATP1B4",0.937433757997452,-1.36538642892695,4.19928468056085,-0.325147384088423,0.745069528241372,0.971250115682416
"ATP23",493.482120421626,-0.183166361303454,0.381197514765711,-0.480502506465791,0.630870121347987,0.949143361837332
"ATP2A1",42.1106941858781,-0.378503302600077,0.531804301647605,-0.711734187608901,0.476629393097854,0.927130460022565
"ATP2A2",19981.6781172681,0.340960811428443,0.385070638801294,0.885450037140815,0.375913955392158,0.901597939757912
"ATP2A3",7935.42636184694,-0.586745475703755,0.950013149410769,-0.617618267776267,0.536826999871528,0.935030604549651
"ATP2B1",6393.18763295188,-0.311134361369169,0.212775759384112,-1.46226413323472,0.143668843102548,0.780149773198807
"ATP2B2",3.74937151264342,-0.069321743442187,1.79755701138772,-0.038564419933847,0.969237669957864,1
"ATP2B3",3.6261043714004,1.47178962306003,1.93974702286965,0.758753386760031,0.448000094380158,0.921936372364031
"ATP2B4",11189.3246791938,0.260354510888455,0.217629594619464,1.19631942219852,0.23157193230985,0.840170965975684
"ATP2C1",12374.2004790942,0.0709678979762752,0.186311575284037,0.380909762949955,0.70327020786813,0.960742518136703
"ATP2C2",3.32696422578083,-4.82111318957489,2.1182777919257,-2.27595889828598,0.0228484697518552,0.503766293816617
"ATP4B",0.0671682173245174,0,4.32804458550702,0,1,NA
"ATP5F1A",54283.6326322368,-0.516856772865707,0.136123962316356,-3.79695656863496,0.00014648344144644,0.0495233610408515
"ATP5F1B",18329.3814291844,-0.647325235435843,0.184869348488442,-3.50152819127997,0.000462598027360105,0.0957924865155938
"ATP5F1C",7985.39758006178,-0.365787757066029,0.17632264477736,-2.07453646993501,0.0380295153482447,0.587136021676628
"ATP5F1D",3041.79377342747,-0.236939152284486,0.202105086188918,-1.1723562071219,0.24105407393574,0.848735768080654
"ATP5F1E",1977.72348235891,-0.236574134130671,0.219199406720796,-1.07926448191535,0.280469841621152,0.867811616790436
"ATP5IF1",1828.22889594454,-0.192310451524596,0.166574260373453,-1.15450280909814,0.248294087560886,0.856320146713811
"ATP5MC1",1201.47961521239,-0.507804654083834,0.19997180923058,-2.53938120596941,0.0111048750806509,0.384200763642168
"ATP5MC2",3398.3533920821,0.00665764595304813,0.199124325747916,0.0334346189399103,0.973328003164901,1
"ATP5MC3",9063.29362964866,-0.728879677664138,0.204777789489017,-3.55936881379037,0.000371747170700694,0.0832211301328067
"ATP5MD",1770.22757020864,-0.424154767036691,0.232862490493905,-1.821481708527,0.0685336646735873,0.653991180289543
"ATP5ME",395.64746317451,-0.208920329221391,0.229835957719879,-0.908997579377984,0.36335140354993,0.897984004153983
"ATP5MF",1651.80745609679,-0.425268229490779,0.16351794581747,-2.60074346803191,0.00930219855049397,0.359577476386894
"ATP5MF-PTCD1",643.865474649027,-0.123927046655021,0.138592615930446,-0.894182174302962,0.371224428125552,0.898838699440043
"ATP5MG",2090.35155118573,-0.514113563750721,0.1777436728557,-2.89244368303394,0.00382257705717312,0.235395493035153
"ATP5MGL",0.449061718295932,1.39693260401149,4.28609097621644,0.32592229417506,0.744483147584014,0.971250115682416
"ATP5MPL",1491.72715251243,-0.219057125499623,0.183380052545514,-1.19455263786259,0.232261863222588,0.840384713220704
"ATP5PB",3408.47659914762,-0.188655757373017,0.139178689084117,-1.3554931334279,0.175260494843963,0.809256740987597
"ATP5PD",3095.34917346066,-0.412592528299993,0.1792659395427,-2.30156676361667,0.0213596162756457,0.496971071941498
"ATP5PF",6540.51997126046,-0.322681799807852,0.137969377148656,-2.33879290083463,0.0193461543157503,0.483989166296357
"ATP5PO",2588.98895120348,-0.549804190783748,0.171955081775717,-3.19737099425106,0.00138686430236352,0.14961968170505
"ATP5S",227.62410433276,-0.363143423487934,0.263808004686088,-1.37654436953135,0.168653160453345,0.804465377503632
"ATP6AP1",4864.50463471622,0.141146430727225,0.128926540980528,1.0947818009679,0.273612241302378,0.867258308393804
"ATP6AP1L",175.791464222261,0.509258774662791,0.345416829644801,1.47433110073551,0.140392465328065,0.776890617573057
"ATP6AP2",10375.7147712891,-0.331767953400665,0.148053140766595,-2.24087075547891,0.0250344480654624,0.513638321431821
"ATP6V0A1",5604.60238276921,0.342383328903185,0.209109505186632,1.63733986457289,0.101559475721323,0.723448701630613
"ATP6V0A2",572.991537809827,0.00740612655787625,0.225939603197318,0.0327792314984652,0.973850640174946,1
"ATP6V0A4",0.237777618300395,-2.34499317311791,4.26919172289614,-0.54928270392296,0.58281145515807,NA
"ATP6V0B",3795.17483608186,-0.354093559848116,0.16853563997016,-2.1010010696302,0.0356408723544142,0.570643499225487
"ATP6V0C",5025.37804008207,-0.185695401619539,0.138723872987342,-1.33859729850884,0.180701806068363,0.814386556887691
"ATP6V0D1",1536.76737435385,-0.389809469792453,0.250756803827498,-1.55453197617167,0.120057575419715,0.7491050073081
"ATP6V0D2",82.464084244842,1.81334417926051,0.81432250850535,2.2268132838288,0.025959755218134,0.521539468428645
"ATP6V0E1",4601.47325472136,-0.222462118611067,0.141547819573294,-1.57163931794707,0.116034222594977,0.74418231959287
"ATP6V0E2",304.560521814225,0.256672666969139,0.537022665723316,0.477954997715834,0.632682235605156,0.949143361837332
"ATP6V1A",3233.22183801464,-0.0882132531575295,0.209964269858285,-0.420134593457586,0.674387132543762,0.95537734521261
"ATP6V1B1",34.407335659928,0.724191241643754,0.580534644678801,1.24745568293247,0.212230460252112,0.825721971054101
"ATP6V1B2",2373.53114619392,-0.218777118804394,0.165768410684513,-1.31977569128515,0.186909919941122,0.818561095839358
"ATP6V1C1",1837.05034888668,-0.146694135784242,0.310018136602553,-0.473179206196912,0.636085331589887,0.949143361837332
"ATP6V1C2",5711.29549206952,-0.15986422239153,0.146994575107557,-1.0875518519956,0.276792996077648,0.867258308393804
"ATP6V1D",1375.8374374598,0.0537954061295717,0.211541554378047,0.25430183817896,0.799262379812425,0.980891177805656
"ATP6V1E1",7651.54173675219,-0.212024518167925,0.188067195053834,-1.12738703901674,0.259578876548545,0.862358997955284
"ATP6V1E2",27.1884139345077,-0.488618117881568,0.510208826522677,-0.957682604614545,0.338222831074843,0.893192957051785
"ATP6V1F",1569.88871617239,-0.237572576935687,0.152680215362002,-1.55601415921772,0.119704725457357,0.748312634689274
"ATP6V1FNB",15.1578903877987,-0.297075866727784,0.627207706135154,-0.473648304735223,0.635750723087879,0.949143361837332
"ATP6V1G1",3456.99019406921,0.021392553736825,0.152401242974813,0.140369942654342,0.888367704984724,0.990897870741711
"ATP6V1G2",292.137519788633,-0.307749654285951,0.286303513203889,-1.07490701333724,0.282416361708135,0.868111753640672
"ATP6V1G3",0.258623873683688,0,4.32804458550702,0,1,NA
"ATP6V1H",2743.02713356142,-0.167430243566637,0.152538866946349,-1.09762349044802,0.272368931079097,0.867258308393804
"ATP7A",3628.02842002081,0.15436241131625,0.112387383610794,1.37348522900772,0.169601550089495,0.804837607523101
"ATP7B",613.244214286135,0.396614498702652,0.378802899410389,1.0470207575496,0.295090004648663,0.870452460293759
"ATP8A1",813.851015195758,0.416170737858297,0.569340392680307,0.73096998422872,0.464797487025495,0.924310714130335
"ATP8A2",30.8216088832298,1.28103288431608,1.19402981480813,1.07286507290602,0.283331658965257,0.868111753640672
"ATP8B1",246.038884853356,0.197014932273049,0.548496487466752,0.359190873186752,0.719452303825549,0.964949502363507
"ATP8B2",5216.4526031351,0.0680584667175181,0.165937343850233,0.410145571444992,0.681699164858483,0.956127505230909
"ATP8B3",89.7447066815732,-0.110416643299837,0.35606790484777,-0.310099960700033,0.756484942148667,0.97157264793851
"ATP8B4",255.023740616556,-1.98950481222922,0.649096146048979,-3.06503870703786,0.00217641827950648,0.181137713294551
"ATP9A",2012.32896071503,0.257580507494486,0.275231240913542,0.935869440691144,0.349340412991625,0.897288048658313
"ATP9B",2132.92053006609,0.144356445315372,0.130011042182989,1.1103398826093,0.266852593148048,0.86666414879149
"ATPAF1",4186.88627455734,-0.139350569484599,0.118994738871648,-1.17106496308973,0.241572665820342,0.849061124088512
"ATPAF2",277.039340632379,0.0589737199222741,0.185969801221499,0.317114496735057,0.751156725342469,0.97157264793851
"ATR",960.392419774815,-0.233116352532493,0.161249698973907,-1.44568550524993,0.148265431670917,0.783465754724212
"ATRAID",9463.74281661601,-0.0208334230120482,0.215434567245705,-0.0967041792707644,0.922961320811193,0.997749461558723
"ATRIP",661.963730949293,0.0546141751421395,0.206526604564353,0.264441354939925,0.791439848655277,0.978906640243383
"ATRN",14531.516722141,-0.00969750079116703,0.155061598803388,-0.0625396672419397,0.950133073856601,0.999866884862689
"ATRNL1",1623.29254156249,-0.249295980480969,0.72683579009238,-0.342988036471462,0.731607460374447,0.968940794325073
"ATRX",13328.1559923164,-0.0122694991434038,0.081736569393622,-0.150110277864943,0.880677611302536,0.989771849561272
"ATXN1",5277.12429370275,0.682036536681222,0.293643939134802,2.32266512529013,0.020197149159624,0.492046423611284
"ATXN10",6991.23800895488,-0.186010158514436,0.092666621179045,-2.00730485419381,0.0447172126129877,0.610604402211728
"ATXN1L",2305.23306681624,0.111468306480561,0.0804502532557249,1.38555569397948,0.165882615096735,0.801913404055588
"ATXN2",3861.95029564403,0.285680279056394,0.153637920784375,1.85943859170898,0.062964995928946,0.642767972550464
"ATXN2L",16397.9167890987,0.408467588247656,0.262187279749778,1.55792298023567,0.119251506951367,0.747857386618525
"ATXN3",167.725358663281,0.0899197671803602,0.241783146772163,0.37190254317061,0.709965411561,0.96254087960713
"ATXN7",2719.95294611703,0.085375453910321,0.124527868695647,0.685593151192391,0.492969701567721,0.927706649607892
"ATXN7L1",373.100329361433,0.101976949112948,0.176923289279677,0.576390759679722,0.564351088721824,0.939144661451506
"ATXN7L2",66.5255720341242,0.322010748212298,0.336997310564809,0.955529133667584,0.33931017958237,0.893677060274021
"ATXN7L3",4960.10191346882,0.04053501997035,0.107103784878669,0.378464869530704,0.705085286401418,0.961011256977827
"ATXN7L3B",4157.82646061441,0.0798992277221664,0.123009422613571,0.649537458387771,0.515991042831322,0.931550524797699
"AUH",566.924670572935,-0.458921428198705,0.26996035031731,-1.69995863340409,0.0891387067710411,0.694356059172472
"AUNIP",20.7531410873312,-0.22555519809422,0.821888619721907,-0.274435236943102,0.783750166916127,0.976410398748184
"AUP1",1903.33905702651,-0.340869338431617,0.197819065866083,-1.72313693293028,0.0848637653347039,0.690614785726654
"AURKA",624.824384594211,-1.20314556545544,0.476570810995823,-2.52458929018627,0.0115833574706361,0.393329690075739
"AURKAIP1",2705.70589990231,-0.429855090188423,0.216745899532946,-1.98322132559229,0.0473427128278105,0.618828453508193
"AURKB",5.90615214143989,-1.93365332388074,1.72604322966684,-1.12028093540506,0.262594063585338,0.864665723982251
"AURKC",57.8827537404016,1.20484691372621,0.81154544207469,1.48463271587855,0.137641144111509,0.77431878089411
"AUTS2",1988.35639028828,-0.335092532283316,0.467281690157514,-0.717110341238411,0.473306015377103,0.927035944124644
"AVEN",340.298520906998,-0.0890814453141986,0.346233241809206,-0.257287384795038,0.796956930217004,0.980028134255805
"AVIL",94.6507223266823,0.344760768061905,0.38075787537613,0.905459322991901,0.365222100165587,0.897984004153983
"AVL9",1229.37644331256,0.0885051562478784,0.166251616230109,0.532356666688751,0.594478991769811,0.947612292731669
"AVPI1",2230.8927010732,-0.067285207209295,0.198846988527834,-0.33837679769476,0.735079256743397,0.969230297866784
"AVPR1A",0.564742092510245,2.11827406427161,4.28609199792851,0.494220391278437,0.621150540254154,0.949143361837332
"AVPR2",0.604513955920657,0,4.32804458550702,0,1,1
"AWAT1",0.0594444045750987,-0.661719333945934,4.32804458550702,-0.152891062204345,0.87848418436943,NA
"AWAT2",0.184681986608659,2.0414791437389,4.29042179343656,0.475822481337833,0.634200852140925,NA
"AXDND1",3.10089642231925,-1.70593113029133,1.90187304077856,-0.896974242609266,0.369732661505097,0.897984004153983
"AXIN1",1254.7791018519,-0.0627449787935321,0.171626515726507,-0.365590238361061,0.714670860262302,0.963667687414804
